Escalonador;QtdCores;UsaCache;QtdUla;QtdPipeline;Duração (us)
Short First;2;0;3;72;1144;
Short First;2;0;3;72;356;
Short First;2;0;3;72;299;
Short First;2;0;3;72;325;
Short First;2;0;3;72;465;
Short First;2;0;3;72;359;
Short First;2;0;3;72;366;
Short First;2;0;3;72;301;
Short First;2;0;3;72;320;
Short First;2;0;3;72;328;
